battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
600.0,0.0,2.5,1.0,8.0,1.0,22.0,0.1,145.0,1.0,11.0,207.0,1162.0,3441.0,19.0,1,5,1,0,0
645.0,0.0,2.5,0.0,10.0,1.0,63.0,1.0,174.0,4.0,14.0,278.0,584.0,3615.0,18.0,8,13,1,0,1
1273.0,0.0,0.5,1.0,6.0,1.0,47.0,0.2,98.0,1.0,12.0,685.0,1352.0,303.0,11.0,2,14,1,0,0
1002.0,0.0,2.6,1.0,7.0,0.0,27.0,0.1,146.0,1.0,10.0,115.0,1111.0,1295.0,18.0,15,17,1,0,1
696.0,1.0,2.4,0.0,11.0,1.0,35.0,0.2,103.0,3.0,13.0,533.0,797.0,2022.0,14.0,11,4,1,0,1
1853.0,0.0,0.5,1.0,1.0,0.0,27.0,0.3,197.0,6.0,13.0,985.0,1005.0,1973.0,10.0,2,8,1,0,1
1853.0,1.0,1.0,0.0,2.0,0.0,23.0,0.4,92.0,1.0,15.0,202.0,1951.0,2775.0,14.0,4,17,1,0,0
1735.0,0.0,1.8,1.0,16.0,0.0,34.0,0.1,140.0,2.0,17.0,149.0,876.0,2392.0,17.0,15,19,1,0,1
542.0,1.0,0.7,0.0,2.0,1.0,12.0,0.2,185.0,2.0,3.0,1674.0,1969.0,3445.0,17.0,2,4,1,1,1
770.0,1.0,1.5,1.0,6.0,0.0,61.0,0.2,196.0,4.0,9.0,603.0,1483.0,3473.0,7.0,3,4,0,0,1
820.0,0.0,0.5,1.0,2.0,0.0,58.0,0.3,160.0,4.0,4.0,468.0,694.0,1284.0,17.0,7,17,0,0,1
1563.0,0.0,2.4,0.0,0.0,1.0,24.0,0.2,170.0,8.0,0.0,142.0,1699.0,3660.0,7.0,5,5,1,1,0
1476.0,1.0,1.2,1.0,0.0,1.0,55.0,0.1,171.0,4.0,5.0,1641.0,1666.0,1529.0,13.0,8,3,1,0,1
649.0,0.0,1.9,0.0,0.0,0.0,51.0,0.6,179.0,4.0,12.0,1174.0,1388.0,3446.0,11.0,5,18,0,1,1
1396.0,1.0,0.8,1.0,7.0,1.0,10.0,0.3,108.0,4.0,16.0,646.0,1721.0,3881.0,13.0,0,9,1,1,1
1719.0,1.0,2.1,1.0,0.0,0.0,52.0,0.1,187.0,3.0,1.0,417.0,520.0,2610.0,10.0,1,11,1,1,1
1611.0,0.0,0.5,1.0,4.0,1.0,27.0,0.9,199.0,1.0,10.0,163.0,1011.0,3078.0,15.0,2,6,1,0,1
864.0,0.0,1.7,0.0,3.0,1.0,35.0,0.3,103.0,3.0,7.0,663.0,,1904.0,12.0,8,13,1,1,1
907.0,0.0,1.4,1.0,3.0,0.0,42.0,0.2,151.0,1.0,16.0,171.0,,584.0,11.0,9,6,1,0,0
993.0,1.0,2.3,1.0,0.0,0.0,16.0,0.4,106.0,7.0,13.0,424.0,1639.0,1113.0,14.0,1,6,0,0,1
899.0,0.0,1.7,1.0,0.0,1.0,3.0,0.1,165.0,8.0,0.0,167.0,1239.0,1296.0,14.0,11,9,1,0,1
666.0,0.0,1.1,0.0,1.0,1.0,28.0,0.9,179.0,1.0,13.0,157.0,1466.0,3850.0,7.0,5,9,1,1,1
713.0,0.0,1.4,1.0,4.0,0.0,53.0,0.8,98.0,1.0,17.0,123.0,1477.0,1462.0,19.0,18,13,1,0,1
1272.0,1.0,0.5,0.0,1.0,1.0,50.0,0.7,129.0,8.0,18.0,377.0,1970.0,2969.0,15.0,2,10,1,0,1
898.0,0.0,2.7,0.0,0.0,0.0,16.0,0.2,81.0,4.0,4.0,139.0,1660.0,2286.0,5.0,0,4,1,0,0
531.0,0.0,1.1,0.0,10.0,0.0,63.0,0.7,189.0,7.0,14.0,145.0,1903.0,2958.0,17.0,1,19,0,1,0
721.0,1.0,2.6,1.0,1.0,0.0,39.0,0.6,168.0,2.0,2.0,629.0,1509.0,3372.0,5.0,1,6,0,0,0
959.0,1.0,2.6,1.0,15.0,0.0,20.0,1.0,84.0,4.0,19.0,561.0,1631.0,3965.0,16.0,1,6,1,0,0
712.0,1.0,1.6,0.0,6.0,1.0,9.0,0.8,172.0,2.0,14.0,881.0,1234.0,3612.0,13.0,5,4,1,0,0
644.0,1.0,2.7,0.0,0.0,0.0,22.0,0.7,157.0,8.0,3.0,311.0,,1262.0,12.0,1,15,1,0,0
1924.0,0.0,2.6,0.0,0.0,1.0,59.0,0.9,136.0,6.0,0.0,1438.0,1923.0,3646.0,10.0,9,16,1,0,1
1430.0,0.0,0.5,1.0,1.0,0.0,,0.5,183.0,1.0,16.0,1132.0,1182.0,2832.0,7.0,1,15,0,1,1
987.0,1.0,1.9,0.0,4.0,1.0,52.0,0.5,83.0,3.0,8.0,419.0,736.0,2757.0,17.0,12,15,1,1,0
875.0,0.0,0.7,0.0,2.0,0.0,23.0,0.1,110.0,7.0,7.0,300.0,1316.0,756.0,14.0,5,6,0,0,0
1037.0,0.0,2.9,1.0,2.0,0.0,57.0,0.7,83.0,6.0,5.0,749.0,965.0,3148.0,16.0,13,9,1,0,0
732.0,1.0,1.3,0.0,5.0,1.0,32.0,0.4,163.0,8.0,7.0,1661.0,1836.0,3883.0,12.0,2,5,1,0,1
1726.0,1.0,1.9,0.0,1.0,1.0,42.0,0.6,106.0,5.0,3.0,1221.0,1804.0,1868.0,16.0,7,6,1,0,0
922.0,1.0,0.7,0.0,0.0,1.0,47.0,1.0,157.0,8.0,14.0,1295.0,1808.0,1464.0,17.0,4,12,1,0,1
945.0,0.0,2.4,0.0,3.0,0.0,47.0,0.4,141.0,2.0,11.0,120.0,1341.0,2904.0,19.0,14,5,0,0,0
1719.0,0.0,2.1,0.0,0.0,1.0,63.0,0.7,189.0,7.0,2.0,589.0,1637.0,1669.0,14.0,0,13,1,0,1
683.0,1.0,1.9,1.0,16.0,1.0,56.0,0.1,190.0,1.0,17.0,144.0,585.0,592.0,17.0,9,3,1,0,0
891.0,0.0,0.5,1.0,9.0,1.0,25.0,0.3,196.0,2.0,19.0,375.0,1724.0,2073.0,7.0,1,10,1,0,1
832.0,0.0,1.6,1.0,1.0,1.0,34.0,0.3,108.0,5.0,5.0,311.0,1294.0,447.0,15.0,13,12,1,1,0
1444.0,1.0,2.1,1.0,0.0,0.0,6.0,0.9,103.0,1.0,1.0,1274.0,1340.0,712.0,17.0,5,10,0,0,0
1359.0,0.0,0.6,0.0,4.0,0.0,59.0,0.3,86.0,2.0,6.0,1692.0,1902.0,3142.0,19.0,3,17,0,1,1
1571.0,0.0,2.9,0.0,1.0,0.0,30.0,0.9,150.0,7.0,3.0,805.0,956.0,586.0,10.0,9,4,0,1,1
1306.0,1.0,2.9,0.0,5.0,0.0,26.0,0.9,145.0,4.0,12.0,67.0,1247.0,2552.0,17.0,0,8,0,0,1
1910.0,0.0,1.4,0.0,0.0,0.0,29.0,0.6,146.0,7.0,2.0,333.0,639.0,2944.0,8.0,7,2,1,1,1
1715.0,0.0,0.6,1.0,1.0,1.0,28.0,0.4,112.0,6.0,16.0,162.0,847.0,1786.0,19.0,2,12,1,0,1
986.0,1.0,0.8,0.0,13.0,1.0,28.0,0.8,182.0,4.0,20.0,199.0,679.0,1149.0,8.0,7,18,1,1,0
1969.0,0.0,1.2,1.0,9.0,0.0,63.0,0.2,132.0,4.0,11.0,390.0,756.0,298.0,10.0,1,10,1,1,0
852.0,0.0,1.8,1.0,5.0,1.0,8.0,0.8,160.0,5.0,9.0,683.0,1349.0,315.0,7.0,6,20,1,0,0
1472.0,0.0,1.4,1.0,7.0,0.0,6.0,0.1,182.0,8.0,10.0,861.0,1131.0,1621.0,17.0,0,19,1,0,1
1570.0,0.0,0.5,0.0,15.0,1.0,26.0,0.6,157.0,2.0,20.0,319.0,1406.0,426.0,8.0,0,11,1,0,0
1715.0,0.0,2.6,1.0,9.0,1.0,15.0,0.6,120.0,6.0,20.0,114.0,1849.0,1249.0,16.0,2,4,1,1,0
1766.0,1.0,0.5,1.0,1.0,1.0,22.0,0.8,122.0,8.0,4.0,291.0,1318.0,3297.0,7.0,5,16,1,0,0
1800.0,1.0,0.7,0.0,2.0,,8.0,0.4,100.0,7.0,6.0,400.0,823.0,3481.0,10.0,8,8,1,0,1
989.0,1.0,1.8,1.0,4.0,1.0,55.0,0.7,124.0,1.0,12.0,46.0,1069.0,1737.0,8.0,5,10,1,0,1
1708.0,0.0,,0.0,8.0,1.0,14.0,0.9,197.0,4.0,16.0,263.0,1345.0,1247.0,19.0,16,16,1,0,0
788.0,0.0,2.5,1.0,4.0,1.0,57.0,0.9,91.0,8.0,12.0,42.0,1161.0,3969.0,12.0,8,6,1,1,1
1512.0,1.0,0.5,0.0,1.0,0.0,52.0,0.1,131.0,1.0,14.0,333.0,952.0,3002.0,6.0,5,7,0,0,1
868.0,1.0,0.9,0.0,5.0,0.0,5.0,0.4,137.0,4.0,7.0,40.0,1311.0,1519.0,13.0,0,2,0,0,1
912.0,0.0,0.5,1.0,0.0,0.0,58.0,0.3,107.0,5.0,1.0,165.0,1723.0,3573.0,17.0,3,20,1,1,0
625.0,0.0,2.7,1.0,2.0,0.0,42.0,0.8,138.0,8.0,3.0,203.0,1771.0,2929.0,10.0,4,17,1,0,0
1452.0,0.0,1.1,0.0,3.0,1.0,32.0,0.5,175.0,3.0,5.0,699.0,1704.0,3617.0,16.0,1,12,1,1,0
1893.0,1.0,2.1,1.0,8.0,0.0,63.0,0.2,134.0,2.0,11.0,637.0,763.0,3822.0,14.0,3,18,0,1,1
1302.0,0.0,0.5,0.0,3.0,1.0,20.0,0.6,184.0,7.0,7.0,1099.0,1202.0,1446.0,8.0,6,16,1,0,1
1512.0,1.0,1.7,0.0,12.0,0.0,6.0,0.7,162.0,7.0,17.0,205.0,884.0,2335.0,15.0,7,7,1,1,1
560.0,1.0,2.9,1.0,1.0,1.0,12.0,1.0,161.0,5.0,19.0,465.0,1797.0,2620.0,13.0,0,16,1,1,1
1808.0,1.0,0.5,1.0,1.0,0.0,31.0,0.5,92.0,2.0,16.0,714.0,1208.0,2736.0,9.0,1,8,0,0,1
1063.0,0.0,1.4,1.0,2.0,1.0,48.0,1.0,128.0,5.0,4.0,127.0,683.0,,15.0,13,9,1,1,1
1699.0,1.0,0.5,0.0,16.0,0.0,21.0,0.1,156.0,4.0,20.0,105.0,1099.0,1181.0,16.0,0,18,1,1,0
988.0,0.0,1.6,0.0,6.0,1.0,12.0,0.8,132.0,4.0,8.0,644.0,1291.0,376.0,9.0,1,17,1,0,1
519.0,1.0,1.6,1.0,7.0,1.0,51.0,0.3,132.0,4.0,19.0,550.0,645.0,3763.0,16.0,1,4,1,0,1
1472.0,0.0,3.0,0.0,4.0,1.0,20.0,0.3,169.0,2.0,6.0,443.0,892.0,797.0,6.0,1,11,1,1,0
833.0,0.0,2.4,1.0,0.0,0.0,62.0,0.8,111.0,1.0,2.0,1312.0,1880.0,1495.0,7.0,2,18,0,1,1
1957.0,0.0,1.2,1.0,18.0,1.0,36.0,0.8,151.0,2.0,19.0,1194.0,1727.0,1115.0,16.0,2,18,1,0,1
525.0,1.0,0.5,1.0,5.0,0.0,51.0,0.5,137.0,8.0,11.0,262.0,1587.0,1891.0,18.0,3,12,0,1,0
1344.0,0.0,1.5,0.0,1.0,0.0,14.0,0.5,190.0,1.0,3.0,419.0,556.0,2074.0,8.0,1,5,1,1,0
1278.0,1.0,2.8,1.0,0.0,0.0,56.0,0.6,179.0,1.0,7.0,406.0,1698.0,3032.0,9.0,5,6,0,0,1
1747.0,0.0,0.5,0.0,4.0,0.0,13.0,0.7,185.0,6.0,12.0,800.0,873.0,3105.0,7.0,1,10,1,0,0
1335.0,1.0,3.0,0.0,3.0,0.0,60.0,0.8,180.0,2.0,4.0,83.0,559.0,3615.0,5.0,2,9,1,0,0
1398.0,0.0,1.6,1.0,8.0,1.0,26.0,0.8,150.0,1.0,12.0,755.0,1284.0,3488.0,14.0,3,11,1,1,0
1713.0,1.0,2.0,0.0,9.0,1.0,5.0,0.7,199.0,6.0,16.0,108.0,1963.0,1513.0,15.0,6,2,1,0,1
880.0,0.0,1.7,0.0,2.0,0.0,6.0,0.6,198.0,4.0,19.0,632.0,660.0,3006.0,6.0,4,3,1,0,0
1681.0,1.0,2.5,1.0,6.0,0.0,18.0,0.3,167.0,1.0,7.0,850.0,1005.0,2265.0,5.0,3,20,1,1,1
762.0,1.0,0.6,1.0,11.0,1.0,39.0,0.7,164.0,1.0,14.0,1065.0,1686.0,2271.0,12.0,7,8,1,1,0
601.0,1.0,1.4,0.0,4.0,1.0,4.0,0.1,154.0,4.0,13.0,356.0,765.0,532.0,12.0,8,10,1,1,1
658.0,1.0,2.4,0.0,0.0,1.0,38.0,1.0,94.0,8.0,1.0,479.0,1300.0,2585.0,19.0,2,8,1,0,0
1934.0,1.0,2.7,0.0,8.0,1.0,2.0,0.1,118.0,4.0,16.0,242.0,1127.0,2190.0,18.0,1,9,1,0,1
503.0,0.0,1.2,1.0,5.0,1.0,8.0,0.4,111.0,3.0,13.0,201.0,1245.0,2583.0,11.0,0,12,1,0,0
946.0,1.0,1.4,0.0,9.0,0.0,26.0,0.1,186.0,6.0,10.0,273.0,891.0,1637.0,7.0,3,6,1,0,1
1236.0,1.0,2.8,0.0,6.0,1.0,32.0,0.3,143.0,4.0,18.0,492.0,1403.0,942.0,16.0,12,14,1,1,1
1012.0,0.0,0.5,1.0,4.0,0.0,39.0,0.1,161.0,4.0,6.0,882.0,1195.0,2802.0,8.0,0,10,1,1,0
723.0,0.0,0.5,0.0,0.0,1.0,3.0,0.2,168.0,4.0,3.0,920.0,1748.0,1851.0,15.0,3,16,1,0,0
1629.0,1.0,2.3,0.0,4.0,0.0,48.0,0.4,121.0,1.0,8.0,1260.0,1634.0,2532.0,5.0,4,14,1,0,0
1348.0,0.0,0.8,0.0,6.0,1.0,50.0,0.1,123.0,4.0,11.0,565.0,1443.0,2086.0,12.0,8,20,1,0,0
877.0,0.0,1.3,1.0,9.0,1.0,46.0,0.8,135.0,1.0,14.0,457.0,652.0,3260.0,14.0,12,6,1,0,0
1260.0,0.0,1.9,1.0,3.0,0.0,60.0,0.9,85.0,2.0,6.0,973.0,1109.0,3964.0,15.0,8,18,1,0,1
1786.0,0.0,0.5,0.0,9.0,1.0,58.0,0.7,161.0,7.0,10.0,231.0,1671.0,2764.0,9.0,3,7,1,1,1
1773.0,1.0,2.5,0.0,16.0,1.0,32.0,0.6,170.0,6.0,18.0,1215.0,1472.0,3566.0,17.0,6,13,1,0,1
1549.0,1.0,0.5,0.0,4.0,0.0,8.0,0.4,158.0,5.0,7.0,721.0,1514.0,1998.0,12.0,7,15,1,1,0
748.0,0.0,1.4,0.0,0.0,0.0,25.0,1.0,110.0,7.0,14.0,88.0,709.0,1974.0,17.0,5,13,0,1,1
1232.0,0.0,0.9,0.0,5.0,0.0,58.0,1.0,142.0,6.0,6.0,1062.0,1393.0,2334.0,14.0,8,13,1,0,1
1637.0,1.0,1.7,1.0,5.0,1.0,33.0,0.4,118.0,6.0,16.0,1375.0,1474.0,3693.0,7.0,3,8,1,0,0
1008.0,1.0,2.9,0.0,0.0,0.0,39.0,0.9,161.0,6.0,5.0,565.0,1228.0,3589.0,14.0,1,18,1,0,1
972.0,1.0,0.5,1.0,5.0,0.0,13.0,0.4,193.0,5.0,8.0,1392.0,1795.0,1615.0,11.0,6,13,0,1,0
1119.0,1.0,2.5,0.0,9.0,0.0,23.0,0.8,81.0,4.0,19.0,423.0,1003.0,3121.0,15.0,4,5,0,1,0
1577.0,0.0,0.5,1.0,0.0,1.0,42.0,0.3,197.0,5.0,4.0,1045.0,1737.0,2060.0,19.0,6,12,1,0,0
676.0,0.0,2.2,0.0,1.0,1.0,39.0,0.2,84.0,1.0,5.0,864.0,1011.0,2064.0,13.0,7,6,1,0,0
1445.0,0.0,2.2,1.0,2.0,0.0,37.0,0.4,82.0,2.0,6.0,527.0,1393.0,3480.0,17.0,16,17,1,1,1
1846.0,0.0,1.3,1.0,0.0,0.0,35.0,0.7,107.0,6.0,0.0,1336.0,1432.0,581.0,16.0,4,10,1,0,1
671.0,0.0,0.9,1.0,10.0,0.0,30.0,0.7,105.0,7.0,17.0,852.0,1182.0,2504.0,6.0,4,15,1,0,0
1187.0,,2.2,0.0,0.0,1.0,46.0,0.4,145.0,2.0,9.0,1173.0,1814.0,3917.0,13.0,11,8,1,0,1
1770.0,0.0,2.3,1.0,0.0,0.0,7.0,0.8,128.0,7.0,6.0,886.0,1552.0,1480.0,6.0,1,17,1,0,0
1702.0,1.0,2.3,1.0,12.0,1.0,47.0,0.6,107.0,2.0,19.0,1284.0,1643.0,595.0,10.0,0,19,1,0,1
815.0,1.0,1.8,0.0,9.0,0.0,18.0,0.9,83.0,7.0,12.0,243.0,525.0,2131.0,17.0,7,5,0,1,0
770.0,1.0,0.6,0.0,12.0,1.0,33.0,0.4,90.0,2.0,14.0,128.0,657.0,1686.0,18.0,2,18,1,0,1
1872.0,1.0,0.9,1.0,0.0,0.0,16.0,0.5,80.0,2.0,2.0,286.0,1484.0,2295.0,15.0,11,16,0,0,1
930.0,1.0,1.3,1.0,1.0,1.0,14.0,0.4,97.0,6.0,10.0,77.0,1025.0,2457.0,11.0,7,17,1,1,0
1330.0,1.0,1.3,1.0,14.0,0.0,,0.3,83.0,5.0,17.0,980.0,1262.0,463.0,14.0,6,11,0,0,1
1220.0,1.0,2.8,0.0,1.0,0.0,54.0,0.7,109.0,7.0,20.0,383.0,1249.0,1037.0,6.0,4,15,1,0,0
972.0,1.0,2.7,1.0,1.0,0.0,5.0,1.0,126.0,4.0,2.0,687.0,816.0,3035.0,12.0,7,19,1,0,1
1764.0,0.0,2.7,0.0,11.0,1.0,48.0,0.9,90.0,7.0,17.0,444.0,581.0,1589.0,19.0,10,20,1,1,1
1175.0,1.0,1.3,0.0,2.0,0.0,19.0,,164.0,7.0,9.0,873.0,1394.0,1944.0,9.0,4,9,1,1,0
1657.0,1.0,2.4,0.0,3.0,0.0,42.0,0.1,198.0,5.0,16.0,1770.0,1796.0,2597.0,18.0,1,14,1,0,0
1130.0,1.0,1.3,1.0,1.0,1.0,59.0,0.8,98.0,6.0,4.0,185.0,555.0,3785.0,17.0,4,5,1,0,1
1803.0,1.0,2.6,0.0,7.0,1.0,9.0,0.9,112.0,2.0,12.0,156.0,1289.0,406.0,9.0,3,5,1,0,0
1543.0,1.0,2.6,1.0,0.0,1.0,46.0,0.8,116.0,8.0,13.0,48.0,679.0,3023.0,6.0,4,4,1,1,0
1583.0,1.0,2.1,1.0,11.0,0.0,14.0,0.7,148.0,,16.0,942.0,1651.0,1704.0,17.0,13,2,1,0,1
1498.0,1.0,1.2,1.0,0.0,1.0,14.0,0.1,191.0,4.0,1.0,111.0,1167.0,577.0,14.0,12,12,1,1,0
1944.0,1.0,1.8,1.0,0.0,1.0,31.0,0.8,87.0,4.0,10.0,1111.0,1362.0,2560.0,7.0,3,8,1,0,0
1702.0,1.0,2.3,0.0,12.0,1.0,52.0,0.5,145.0,2.0,15.0,1397.0,1491.0,2501.0,16.0,12,4,1,0,0
1172.0,0.0,1.9,0.0,0.0,1.0,27.0,0.7,164.0,1.0,3.0,607.0,1092.0,1477.0,12.0,0,6,1,0,0
1442.0,1.0,0.5,1.0,0.0,0.0,56.0,0.4,165.0,3.0,3.0,709.0,1695.0,2815.0,6.0,0,8,0,1,1
1524.0,0.0,2.1,1.0,6.0,1.0,64.0,0.4,83.0,5.0,16.0,351.0,592.0,2905.0,6.0,1,2,1,1,1
1600.0,0.0,2.5,1.0,1.0,0.0,19.0,0.6,88.0,6.0,9.0,831.0,1713.0,1179.0,10.0,3,18,0,0,1
1493.0,0.0,1.5,1.0,13.0,0.0,53.0,0.5,102.0,5.0,16.0,240.0,1414.0,2083.0,19.0,15,20,0,1,1
807.0,0.0,0.5,0.0,9.0,0.0,8.0,0.3,158.0,5.0,20.0,667.0,697.0,1284.0,17.0,13,2,0,1,1
538.0,0.0,1.1,1.0,0.0,1.0,25.0,0.3,163.0,7.0,7.0,455.0,537.0,2215.0,9.0,3,17,1,1,1
1989.0,0.0,1.8,1.0,16.0,1.0,10.0,0.9,86.0,3.0,18.0,135.0,576.0,2158.0,14.0,8,4,1,0,0
1757.0,0.0,0.5,0.0,8.0,0.0,49.0,0.5,180.0,6.0,14.0,265.0,713.0,2056.0,7.0,5,4,0,0,0
525.0,0.0,2.4,1.0,11.0,0.0,35.0,0.8,190.0,7.0,,82.0,670.0,1609.0,16.0,11,3,0,0,0
1720.0,1.0,0.7,1.0,0.0,0.0,19.0,0.1,137.0,2.0,3.0,409.0,646.0,1222.0,13.0,2,7,0,0,0
1438.0,0.0,2.2,0.0,0.0,1.0,32.0,0.6,176.0,7.0,6.0,683.0,1663.0,869.0,19.0,13,9,1,1,1
1038.0,1.0,0.5,1.0,1.0,0.0,48.0,0.2,99.0,6.0,2.0,83.0,1103.0,1073.0,5.0,4,2,0,0,1
523.0,0.0,2.6,1.0,1.0,0.0,14.0,0.1,155.0,8.0,2.0,,1042.0,1427.0,9.0,1,9,0,1,0
1567.0,0.0,0.5,1.0,3.0,0.0,22.0,0.5,119.0,6.0,6.0,545.0,1621.0,2312.0,9.0,1,18,1,0,0
574.0,1.0,3.0,0.0,1.0,1.0,30.0,0.9,126.0,2.0,3.0,94.0,1334.0,1167.0,5.0,3,19,1,0,0
1057.0,1.0,2.7,0.0,3.0,1.0,41.0,0.1,97.0,4.0,10.0,397.0,891.0,2033.0,16.0,9,2,1,1,0
1263.0,0.0,2.3,0.0,13.0,0.0,4.0,0.9,178.0,7.0,18.0,508.0,1047.0,668.0,14.0,3,4,0,1,0
1180.0,1.0,3.0,0.0,7.0,1.0,43.0,0.8,102.0,1.0,16.0,1557.0,1985.0,3510.0,9.0,5,13,1,1,1
1877.0,1.0,0.5,0.0,4.0,0.0,10.0,0.9,123.0,8.0,6.0,134.0,610.0,3969.0,6.0,0,7,0,0,1
1266.0,1.0,1.0,0.0,0.0,1.0,2.0,0.7,87.0,7.0,1.0,640.0,1357.0,3067.0,11.0,10,16,1,0,1
732.0,1.0,0.5,0.0,1.0,1.0,7.0,0.4,113.0,6.0,2.0,367.0,968.0,1423.0,13.0,2,19,1,1,1
1654.0,1.0,1.5,1.0,0.0,1.0,43.0,0.3,109.0,2.0,0.0,546.0,629.0,3112.0,12.0,5,10,1,1,0
871.0,0.0,0.6,0.0,2.0,0.0,52.0,0.1,178.0,3.0,3.0,194.0,1437.0,437.0,14.0,7,17,1,0,0
769.0,1.0,2.9,1.0,0.0,0.0,9.0,0.1,182.0,5.0,1.0,248.0,874.0,,5.0,2,7,0,0,0
1893.0,1.0,1.5,1.0,0.0,1.0,42.0,0.5,179.0,1.0,3.0,1133.0,1851.0,1425.0,19.0,1,10,1,0,0
1994.0,1.0,0.8,1.0,2.0,1.0,7.0,0.6,88.0,8.0,4.0,667.0,711.0,454.0,11.0,8,6,1,1,0
679.0,0.0,0.9,1.0,0.0,0.0,41.0,0.3,154.0,4.0,1.0,773.0,920.0,2838.0,19.0,7,6,0,0,1
1163.0,0.0,2.8,1.0,0.0,0.0,49.0,0.6,155.0,2.0,0.0,520.0,754.0,2768.0,19.0,2,12,0,0,1
848.0,1.0,2.8,0.0,1.0,0.0,8.0,0.1,103.0,7.0,3.0,7.0,1294.0,436.0,10.0,6,15,1,1,1
662.0,0.0,0.5,0.0,5.0,0.0,20.0,0.8,138.0,1.0,10.0,1001.0,1224.0,2125.0,17.0,15,15,0,1,1
1465.0,1.0,2.9,0.0,0.0,0.0,38.0,0.3,88.0,1.0,7.0,478.0,613.0,1162.0,14.0,10,10,1,1,1
941.0,0.0,1.3,1.0,3.0,0.0,26.0,0.4,128.0,3.0,5.0,994.0,1494.0,2875.0,6.0,3,11,1,0,1
1186.0,1.0,2.3,1.0,1.0,0.0,25.0,0.1,88.0,4.0,7.0,85.0,1012.0,1270.0,18.0,9,17,0,1,0
817.0,0.0,1.3,0.0,0.0,0.0,11.0,0.5,144.0,3.0,11.0,722.0,766.0,2039.0,11.0,6,19,0,1,0
1480.0,1.0,0.9,0.0,0.0,0.0,62.0,0.9,199.0,1.0,0.0,464.0,868.0,1780.0,18.0,14,4,1,1,1
1980.0,0.0,0.5,1.0,7.0,0.0,15.0,0.4,141.0,6.0,12.0,499.0,1029.0,1710.0,11.0,2,11,1,1,0
880.0,1.0,1.7,1.0,0.0,0.0,33.0,0.7,173.0,2.0,,30.0,1350.0,1414.0,12.0,1,7,1,1,0
596.0,0.0,1.4,0.0,8.0,0.0,46.0,0.6,165.0,1.0,18.0,953.0,984.0,2505.0,15.0,4,15,1,1,0
696.0,0.0,0.5,0.0,6.0,0.0,51.0,0.3,197.0,3.0,8.0,649.0,907.0,2630.0,18.0,8,9,0,0,1
1397.0,0.0,2.4,1.0,5.0,1.0,3.0,0.2,121.0,3.0,15.0,433.0,1658.0,1378.0,18.0,15,4,1,1,1
1011.0,0.0,1.1,0.0,4.0,1.0,36.0,0.2,131.0,7.0,18.0,481.0,749.0,2261.0,7.0,6,16,1,1,1
782.0,0.0,1.1,0.0,0.0,1.0,38.0,0.4,199.0,7.0,2.0,349.0,1910.0,2753.0,14.0,13,20,1,0,1
786.0,0.0,2.2,1.0,0.0,,33.0,0.5,141.0,7.0,6.0,507.0,1697.0,2390.0,12.0,11,5,1,0,1
541.0,1.0,2.3,0.0,4.0,0.0,51.0,0.4,200.0,8.0,17.0,1012.0,1226.0,403.0,11.0,2,12,0,0,0
1044.0,0.0,1.8,0.0,4.0,1.0,12.0,0.7,104.0,6.0,5.0,1230.0,1263.0,1794.0,18.0,7,19,1,1,1
567.0,0.0,1.4,1.0,14.0,0.0,60.0,0.1,111.0,2.0,15.0,152.0,1326.0,1150.0,17.0,16,4,1,0,1
1524.0,0.0,2.6,1.0,5.0,0.0,57.0,0.5,124.0,2.0,12.0,629.0,635.0,947.0,11.0,4,16,0,1,1
1512.0,0.0,0.6,1.0,1.0,1.0,54.0,0.4,134.0,3.0,2.0,220.0,1838.0,3366.0,7.0,3,11,1,0,1
1573.0,1.0,3.0,1.0,3.0,1.0,24.0,1.0,125.0,8.0,5.0,703.0,911.0,2776.0,5.0,3,17,1,1,1
863.0,0.0,1.6,1.0,5.0,1.0,6.0,0.7,133.0,4.0,13.0,717.0,1799.0,520.0,10.0,2,18,1,0,1
1965.0,1.0,0.5,0.0,4.0,1.0,29.0,0.5,149.0,5.0,13.0,584.0,676.0,2973.0,11.0,1,20,1,1,1
854.0,1.0,2.6,1.0,1.0,1.0,45.0,0.5,162.0,6.0,12.0,49.0,1146.0,2317.0,12.0,5,18,1,1,1
787.0,1.0,0.5,0.0,15.0,0.0,11.0,0.6,93.0,1.0,16.0,806.0,1423.0,2934.0,8.0,6,14,1,0,1
848.0,1.0,0.6,0.0,0.0,0.0,31.0,0.7,123.0,5.0,1.0,299.0,756.0,1108.0,15.0,6,18,1,1,0
1522.0,1.0,0.7,1.0,4.0,0.0,28.0,0.2,124.0,1.0,5.0,952.0,1191.0,1368.0,14.0,5,17,1,0,1
1654.0,0.0,1.8,0.0,1.0,0.0,11.0,0.3,146.0,7.0,2.0,1184.0,1719.0,1070.0,8.0,1,14,1,1,1
1376.0,1.0,2.4,1.0,0.0,1.0,34.0,0.4,167.0,6.0,1.0,757.0,1371.0,3922.0,5.0,0,2,1,0,0
1801.0,0.0,0.5,1.0,6.0,0.0,52.0,0.9,120.0,6.0,10.0,100.0,1708.0,258.0,14.0,8,9,1,0,0
1504.0,0.0,1.9,1.0,7.0,1.0,25.0,0.3,152.0,4.0,9.0,395.0,1853.0,1788.0,13.0,11,13,1,0,1
